Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-2,160,CH2_SEIDL,Charles wants to put a fire suppression system in place in an area where highly sensitive electronics are in use. What type of fire suppression system is best suited to this type of environment if Charles is concerned about potential harm to first responders or on-site staff?     ,,A. Pre-charge  , B. Dry pipe  , C. Inert gas  , D. Carbon dioxide ,C,"Inert gas systems are used to reduce the oxygen in a room without the hazard to staff that carbon dioxide systems use. Both dry-pipe and pre-charge systems use water, which can harm delicate electronics."
Objective-2,161,CH2_SEIDL,What technology is typically used for proximity card readers? ,,A. Magnetic stripe  , B. Biometrics  , C. RFID  , D. Infrared ,C,Proximity card readers usually work using RFID (radio frequency ID) technology. This allows cards to be used in proximity but without requiring a direct reader like a magnetic stripe. Neither biometrics or infrared are used for proximity card readers.
Objective-2,162,CH2_SEIDL,How does asymmetric encryption support nonrepudiation? ,,A. Using digital signatures  , B. Using longer keys  , C. Using reversible hashes  , D. Using the recipient’s public key ,A,"Digital signatures that use a sender’s private key provide nonrepudiation by allowing a sender to prove that they sent a message. Unless the sender’s private key has been compromised, signing a message with their private key and allowing the recipient to validate the signature using their public key ensures that the sender sent the message in question. Longer keys don’t prove who a sender is, hashes are not reversible, and the public key in use is the sender’s, not the recipient’s."
Objective-2,163,CH2_SEIDL,Olivia knows that she needs to consider geography as part of her security considerations. Which of the following is a primary driver of geographical considerations for security?     ,,A. MTR  , B. Natural disasters  , C. Service integration  , D. Sprawl avoidance ,B,"Natural disasters, as well as man-made disasters, are primary considerations for geographic security considerations. Placing backup sites outside of the likely path or range of a single disaster helps ensure continuity of operations for organizations. MTR is the maximum time to restore, sprawl avoidance is usually considered for virtual machines, and service integration is a consideration for service architectures, not geographical placement."
Objective-2,164,CH2_SEIDL,Scott wants to limit the impact of potential threats from UAVs. What physical security control is best suited to this purpose? ,,A. Adding more fences  , B. Moving sensitive areas to the interior of a building  , C. Deploying biometric sensors  , D. Moving sensitive areas to Faraday cages ,B,"Although actual threats from drones and unmanned aerial vehicles (UAVs) are relatively rare for most organizations, placing sensitive areas further inside a building will deter most current generations of drones from entering or recording them. Security doors and other common obstacles will prevent most UAV or drone penetration that typical organizations will face. Fences are easily bypassed by flying drones, biometric sensors won’t stop a drone from hovering outside of a window, and Faraday cages might stop a drone from receiving commands if you could get the drone inside first!"
Objective-2,165,CH2_SEIDL,Derek wants to explain the concept of resource constraints driving security constraints when using encryption. Which of the following descriptions best explains the trade-offs that he should explain to his management?     ,,"A. Stronger encryption requires more space on drives, meaning that the harder it is to break, the more storage you’ll need, driving up cost. "," B. Stronger encryption is faster, which means that using strong encryption will result in lower latency. ", C. Stronger encryption requires more entropy. This may reduce the overall security of the  system when entropy is exhausted. ," D. Stronger encryption requires more computational resources, requiring a balance between speed and security.",D,"The key trade-off when considering resource constraints for encryption is that stronger encryption with longer keys requires more computational time and resources. This means that it will be slower and will consume more of the capacity of a system. A balance between security and computational overhead needs to be struck that matches the confidentiality needs of the data that is being handled or sent. Stronger encryption is usually slower, running out of entropy in the scenario described is not a typical concern, and stronger encryption taking up significant amounts of drive space is also not a real issue in this scenario."
Objective-2,166,CH2_SEIDL,Amanda wants to ensure that the message she is sending remains confidential. What should she do to ensure this?     ,,A. Hash the messages.  , B. Digitally sign the message.  , C. Encrypt the message.  , D. Use a quantum encryption algorithm. ,C,"Encrypting the message will ensure that it remains confidential as long as only the recipient is able to decrypt it. Hashing the message will result in the message not being recoverable, whereas digitally signing it can provide nonrepudiation. Finally, quantum encryption algorithms and the systems required to use them are not available today, meaning Amanda won’t be able to use them—yet!"
Objective-2,167,CH2_SEIDL,"What security advantage do cloud service providers like Amazon, Google, and Microsoft have over local staff and systems for most small to mid-sized organizations?     ",,A. Better understanding of the organization’s business practices  , B. Faster response times  , C. More security staff and budget  , D. None of the above ,C,"In most cases, the major cloud service providers have more security staff and a greater budget for security operations. This means they can invest more in security controls, staffing, monitoring, and other activities. Using a cloud service provider can help improve the overall security posture of an organization that might not have the ability to have full-time or dedicated security staff or expertise. At the same time, local staff will understand the business better and will usually have a faster response time to critical business needs."
Objective-2,168,CH2_SEIDL,"Tim wants to ensure that his web servers can scale horizontally during traffic increases, while also allowing them to be patched or upgraded without causing outages. What type of network device should he deploy?     ",,A. A firewall  , B. A switch  , C. A horizontal scaler  , D. A network load balancer ,D,"Network load balancers distribute traffic among systems, allowing systems to be added or removed, and making patching and upgrades easier by draining connections from systems and removing them from the pool when work needs to be done on them. They can also help monitor systems for performance, report on issues, and ensure that loads match the capabilities of the systems that they are in front of. Firewalls are used for security, switches are a network device used to transfer traffic to the correct system, and a horizontal scaler was made up for this question."
Objective-2,169,CH2_SEIDL,Gabby wants to ensure that sensitive data can be transmitted in unencrypted form by using physical safeguards. What type of solution should she implement?     ,,A. Shielded cables  , B. Armored cables  , C. Distribution lockdown  , D. Protected cable distribution ,D,"Protected cable distribution uses such controls as electrical, electromagnetic, and even acoustic or air pressure sensors to ensure that cables and distribution infrastructure are not accessed, allowing sensitive information to be transmitted in unencrypted form. The U.S.  government identifies three options: hardened carrier, alarmed carrier, and continuously viewed protected distribution systems. Shielded cables are used to prevent EMI."
Objective-2,170,CH2_SEIDL,Maureen conceals information she wants to transmit surreptitiously by modifying an MP3 file in a way that does not noticeably change how it sounds. What is this technique called?     ,,A. MP3crypt  , B. Audio steganography  , C. Audio hashing  , D. Honey MP3s ,B,Maureen is using the concept of audio steganography by hiding data inside an audio file in a way that conceals it from detection. The other options are made up for this question.
Objective-2,171,CH2_SEIDL,Nicole is assessing risks to her multifactor authentication system. Which of the following is the most likely threat model against short message service (SMS) push notifications to cell phones for her environment?     ,,A. Attacks on VoIP systems  , B. SIM cloning  , C. Brute-force attacks  , D. Rainbow tables ,B,"Since Nicole is specifically worried about SMS pushes to cell phones, the most likely attack model is SIM (subscriber identity module) cloning, allowing attackers to obtain the authentication codes sent to legitimate users. Attacks on a Voice over Internet Protocol (VoIP) system would typically help intercept SMS if it was sent to VoIP phones, not cell phones (although forwarding is possible, but not mentioned here). Brute-force attacks are unlikely to succeed against SMS phone factors, and rainbow tables are used to crack hashed passwords."
Objective-2,172,CH2_SEIDL,John wants to protect data at rest so that he can process it and use it as needed in its original form. What solution from the following list is best suited to this requirement?     ,,A. Hashing  , B. TLS  , C. Encryption  , D. Tokenization ,C,"Encryption is often used to protect data at rest. When data needs to be accessed, it can be decrypted. Hashing is not reversible, meaning that it is not used for data storage when the original form is needed for processing. Comparing hashed passwords works because the password is presented again, rather than the password needing to be retrieved from storage.  TLS is used to protect data in motion, and tokenization is a data security technique that replaces sensitive data elements with nonsensitive elements that can still be processed in useful ways."
Objective-2,173,CH2_SEIDL,Nathaniel has deployed the control infrastructure for his manufacturing plant without a network connection to his other networks. What term describes this type of configuration? ,,A. DMZ  , B. Air gap  , C. Vaulting  , D. A hot aisle ,B,"Nathaniel has created an air gap, a physical separation that will require manual transport of files, patches, and other data between the two environments. This helps to ensure that attackers cannot access critical systems and that insiders cannot export data from the environment easily. A demilitarized zone (DMZ) is a separate network segment or zone that is exposed to the outside world or other lower trust area. A vault is a secured space or room, but vaulting is not a term used on the Security+ exam, and a hot aisle is the aisle where servers exhaust warm air."
Objective-2,174,CH2_SEIDL,Naomi hides the original data in a Social Security number field to ensure that it is not exposed to users of her database. What data security technique does this describe?     ,,A. Masking  , B. Encryption  , C. Hashing  , D. Tokenization ,A,"Masking modifies content to conceal personally identifiable information (PII) or other sensitive information. Tokenization replaces sensitive information with a nonsensitive alternative that allows the data to still be processed in useful ways. Encryption would require the data to be decrypted to be used, and this is not mentioned. Hashing could be used to conceal values but does not preserve the ability to work with the data."
Objective-2,175,CH2_SEIDL,Isaac wants to use on-premises cloud computing. What term describes this type of cloud computing solution?     ,,A. Infrastructure as a service  , B. Hybrid cloud  , C. Private cloud  , D. Platform as a service ,C,"On-premises cloud computing is often called private cloud. Not all private clouds have to be on-site, because private clouds could be deployed to a remote location like a thirdparty hosting facility. Infrastructure as a service and platform as a service refer to thirdparty hosting services, and hybrid cloud combines both on-premises and cloud computing models."
Objective-2,176,CH2_SEIDL,What is the primary threat model against physical tokens used for multifactor authentication?     ,,A. Cloning  , B. Brute force  , C. Theft  , D. Algorithm failure ,C,"The most likely threat to physical tokens is theft or loss resulting in access to the token.  Cloning tokens might be possible if the token’s seed were known, but they are designed to prevent this from being reverse-engineered, meaning a significant breach of the vendor or similar issue would be required to cause an exposure. Brute force is not a realistic threat against most token implementations, nor is algorithm failure."
Objective-2,177,CH2_SEIDL,"Maria is a security administrator for a large bank. She is concerned about malware, particularly spyware that could compromise customer data. Which of the following would be the best approach for her to mitigate the threat of spyware?     ",,"A. Computer usage policies, network antimalware, and host antimalware  ", B. Host antimalware and network antimalware  ," C. Host and network antimalware, computer usage policies, and website whitelisting  "," D. Host and network antimalware, computer usage policies, and employee training ",D,"Control diversity means utilizing different controls to mitigate the same threat. For malware, the use of technical controls, such as antimalware, is critical. But it is also important to have administrative controls, such as good policies, and to ensure that employees are properly trained. Thus, for this question a combination of policies, training, and tools is the best answer."
Objective-2,178,CH2_SEIDL,Charles has configured his multifactor system to require both a PIN and a password. How many effective factors does he have in place once he presents both of these and his username?     ,,A. One  , B. Two  , C. Three  , D. Four ,A,"Although it may seem like Charles has presented two factors, in fact he has only presented two types of things he knows along with his identity. To truly implement a multifactor environment, he should use more than one of something you have, something you know, and something you are."
Objective-2,179,CH2_SEIDL,Fred adds the value 89EA443CCDA16B89 to every password as a salt. What issue might this cause?     ,,A. The salt is too long.  , B. The salt is alphanumeric.  , C. The salt is reused.  , D. The salt is too short. ,C,"Salt reuse is a critical mistake, because it would allow a rainbow table to be generated using that salt. Although standard rainbow tables would not work, a reused salt would only require the creation of a single new rainbow table. Alphanumeric salts are not a problem, long salts are not a problem, and this salt is a reasonable length at 16 characters using hexadecimal."
Objective-2,180,CH2_SEIDL,Alaina needs to physically secure the root encryption keys for a certificate authority. What type of security device should she use to maintain local control and security for them?     ,,A. A USB thumb drive  , B. A vault or safe  , C. An air-gapped system  , D. None of the above ,B,"Alaina’s need for a local, secure storage area is an ideal situation for the use of a vault or safe where the keys can be stored on a device like a thumb drive. Simply placing them on a drive leaves them vulnerable to theft, and an air-gapped system would also be potentially exposed to theft or local breaches."
Objective-2,181,CH2_SEIDL,Angela wants to help her organization use APIs more securely and needs to select three API security best practices. Which of the following options is not a common API security best practice?     ,,A. Use encryption throughout the API’s request/response cycle.  , B. Authorize before authenticating.  , C. Do not trust input strings and validate parameters.  , D. Enable auditing and logging. ,B,"It is critical to authenticate API users and then to authorize them to take actions. If you authorized first and then authenticated, users could take action before you knew who they were! Encrypting throughout the use of the API keeps data and queries secure, validating input and filtering out dangerous strings is important to prevent injection and other attacks, and auditing and logging allows you to troubleshoot and respond to issues and attacks."
Objective-2,182,CH2_SEIDL,Frank uses a powerful magnet to wipe tapes before they are removed from his organization’s inventory. What type of secure data destruction technique has he used? ,,A. Tape burning  , B. Data shredding  , C. Degaussing  , D. Pulping ,C,Frank has used a degausser to erase the data on the tapes. Degaussing only works on magnetic media like tapes and will not work on optical or flash media. Burning media or materials is exactly what it sounds like—putting them into a fire! Shredding and pulping are mechanical means of destruction.
Objective-2,183,CH2_SEIDL,Angela has been asked to deploy 5G cellular inside her organization. What concern should she raise with her management about the effort to implement it?     ,,A. 5G requires high levels of antenna density for full coverage.  , B. 5G signals should only be used in exterior deployments.  , C. 5G is not widely available and cannot be deployed yet.  , D. 5G signals cannot coexist with traditional Wi-Fi. ,A,"5G requires higher antenna density for full bandwidth communication than previous technologies, meaning that Angela’s organization will have to carefully consider antenna placement, particularly inside buildings where structural elements can create challenges with signal propagation. 5G is usable indoors, is commercially available, and can coexist with traditional Wi-Fi, so Angela should not include those in her list of concerns."
Objective-2,184,CH2_SEIDL,Chris is reviewing the rights that staff in his organization have to data stored in a group of departmental file shares. He is concerned that rights management practices have not been followed and that employees who have been with the company he works for have not had their privileges removed after they switched jobs. What type of issue has Chris encountere ?     ,,A. Privilege creep  , B. IAM inflation  , C. Masking issues  , D. Privilege escalation ,A,"Chris is concerned about privilege creep, the slow accumulation of privileges over time as staff members change roles and their privileges are not removed or updated. Privilege management processes would help to prevent this, thus keeping data more secure. Of the other options, only privilege escalation is a common term, and it means gaining additional privileges, typically as part of an attack from an account with fewer privileges to a more privileged account like an administrator or root account."
Objective-2,185,CH2_SEIDL,Isaac has been asked to set up a honeyfile. What should he configur ? ,,A. A list of tasks to accomplish  , B. A list of potentially valuable data  , C. A bait file for attackers to access  , D. A vulnerable Word file ,C,Honeyfiles are files that are intended to help detect attackers. They are placed in a location where accessing them can be detected but are not set up to allow users to access them.  That means that attackers who access the seemingly desirable file can be easily detected and appropriate alerts can be sent.
Objective-2,186,CH2_SEIDL,Yasmine wants to ensure that she has met a geographic dispersal requirement for her datacenters. How far away should she place her datacenter based on common best practices for dispersal? ,,A. 5 miles  , B. 45 miles  , C. 90 miles  , D. 150 miles ,C,"Although there is no specific recommended distance, recommendations typically range from 60 to 120 miles away to ensure that a single disaster is unlikely to disable both locations."
Objective-2,187,CH2_SEIDL,What term describes extending cloud computing to the edge of an enterprise network? ,,A. Local cloud  , B. Fog computing  , C. Managed cloud  , D. Blade computing ,B,"Fog computing is a term coined by Cisco to describe cloud computing at the edge of an enterprise network. The more common term for this is edge computing, but you may encounter both terms. Fog implementations handle significant amounts of computation, communication, and storage activities locally, while also connecting to cloud services to perform some of the work."
Objective-2,188,CH2_SEIDL,Which of the following algorithms is a key stretching algorithm? ,,A. bcrypt  , B. ncrypt  , C. MD5  , D. SHA1 ,A,"Bcrypt, scrypt, and PBKDF2 are all examples of key stretching algorithms. MD5 and SHA1 are both hashing algorithms, and ncrypt was made up for this question."
Objective-2,189,CH2_SEIDL,Jocelyn has been asked to implement a directory service. Which of the following technologies should she deploy?  ,,A. SAML  , B. OAuth  , C. LDAP  , D. 802.1x ,C,"The only directory service listed is Lightweight Directory Access Protocol (LDAP).  SAML is Security Assertion Markup Language, OAuth is an authorization delegation protocol, and 802.1x is a network authentication protocol."
