Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-3,170,CH3_SEIDL,"Tracy wants to protect desktop and laptop systems in her organization from network attacks. She wants to deploy a tool that can actively stop attacks based on signatures, heuristics, and anomalies. What type of tool should she deploy?",,A. A firewall , B. Antimalware , C. HIDS , D. HIPS,D,"A host-based intrusion prevention system (HIPS) can monitor network traffic to identify attacks, suspicious behavior, and known bad patterns using signatures. A firewall stops traffic based on rules; antimalware tools are specifically designed to stop malware, not attacks and suspicious network behavior; and a host-based intrusion detection system (HIDS) can only detect, not stop, these behaviors."
Objective-3,171,CH3_SEIDL,Which of the following access control methods grants permissions based on the user’s position in the organization?,,A. MAC , B. RBAC , C. DAC , D. ABAC,B,"Role-based access control (RBAC) grants permissions based on the user’s position within the organization. Mandatory access control (MAC) uses security classifications to grant permissions. Discretionary access control (DAC) allows data owners to set permissions.  Attribute-based access control (ABAC) considers various attributes such as location, time, and computer, in addition to username and password."
Objective-3,172,CH3_SEIDL,What does UEFI measured boot do?,,A. Records how long it takes for a system to boot up ," B. Records information about each component that is loaded, stores it in the TPM, and can report it to a server ", C. Compares the hash of every component that is loaded against a known hash stored in the TPM ," D. Checks for updated versions of the UEFI, and compares it to the current version; if it is measured as being too far out of date, it updates the UEFI",B,"Measured boot provides a form of boot attestation that records information about each component loaded during the boot process. This information can then be reported to a server for validation. Trusted boot validates each component against a known signature.  Measured boot does not care about the time to boot up, nor does it update the system’s Unified Extensible Firmware Interface (UEFI)."
Objective-3,173,CH3_SEIDL,Kerberos uses which of the following to issue tickets?,,A. Authentication service , B. Certificate authority , C. Ticket-granting service , D. Key distribution center,D,"The key distribution center (KDC) issues tickets. The tickets are generated by the ticket-granting service, which is usually part of the KDC. The authentication service simply authenticates the user, X.509 certificates and certificate authorities are not part of Kerberos, and the ticket-granting service does generate the ticket but the KDC issues it."
Objective-3,174,CH3_SEIDL,Maria wants to ensure that her wireless controller and access points are as secure as possible from attack via her network. What control should she put in place to protect them from brute-force password attacks and similar attempts to take over her wireless network’s hardware infrastructure?,,A. Regularly patch the devices. , B. Disable administrative access. , C. Put the access points and controllers on a separate management VLAN. , D. All of the above,C,"Although patching devices is important, the most effective way to protect devices from being attacked via administrative account brute forcing is to place the devices on a separate management virtual LAN (VLAN) and then control access to that VLAN. This will prevent most attackers from being able to connect to the device’s administrative interfaces.  Disabling administrative access may not be possible, and even if it was, it would create significant problems when the devices needed to have changes made on them."
Objective-3,175,CH3_SEIDL,Marcus wants to check on the status of carrier unlocking for all mobile phones owned by and deployed by his company. What method is the most effective way to do this?,,A. Contact the cellular provider. , B. Use an MDM tool. , C. Use a UEM tool. , D. None of the above; carrier unlock must be verified manually on the phone.,A,"While mobile device management (MDM) and unified endpoint management (UEM) tools provide many capabilities, carrier unlock status normally needs to be checked with the carrier if you want to validate corporate-owned phones without manually checking each device."
Objective-3,176,CH3_SEIDL,Michael wants to implement a zero-trust network. Which of the following steps is not a common step in establishing a zero trust network?,,A. Simplify the network. , B. Use strong identity and access management. , C. Configure firewalls for least privilege and application awareness. , D. Log security events and analyze them.,A,"Zero-trust environments typically have a more complex network due to increased segmentation to isolate systems and devices that have different security contexts. Zero-trust networks also require strong identity and access management, and they use applicationaware firewalls extensively to preserve least privilege. Of course, logging and analysis of security events is necessary to ensure that issues are identified and responded to."
Objective-3,177,CH3_SEIDL,Samantha is looking for an authentication method that incorporates the X.509 standard and will allow authentication to be digitally signed. Which of the following authentication methods would best meet these requirements?,,A. Certificate-based authentication , B. OAuth , C. Kerberos , D. Smartcards,A,"Digital certificates use the X.509 standard (or the PGP standard) and allow the user to digitally sign authentication requests. OAuth allows an end user’s account information to be used by third-party services, without exposing the user’s password. It does not use digital certificates or support digital signing. Kerberos does not use digital certificates, nor does it support digitally signing. Smartcards can contain digital certificates but don’t necessarily have to have them."
Objective-3,178,CH3_SEIDL,"Your company relies heavily on cloud and SaaS service providers such as salesforce .com, Office365, and Google. Which of the following would you have security concerns about?",,A. LDAP , B. TACACS+ , C. SAML , D. Transitive trust,C,"SAML (Security Assertion Markup Language) is an Extensible Markup Language (XML) framework for creating and exchanging security information between partners online. The integrity of users is the weakness in the SAML identity chain. To mitigate this risk, SAML systems need to use timed sessions, HTTPS, and SSL/TLS. LDAP (Lightweight Directory Access Protocol) is a protocol that enables a user to locate individuals and other resources such as files and devices in a network. Terminal Access Controller Access Control System Plus (TACACS+) is a protocol that is used to control access into networks.  TACACS+ provides authentication and authorization in addition to an accounting of access requests against a central database. Transitive trust is a two-way relationship that is automatically created between a parent and a child domain in a Microsoft Active Directory (AD) forest. It shares resources with its parent domain by default and enables an authenticated user to access resources in both the child and parent domains."
Objective-3,179,CH3_SEIDL,What is the primary difference between MDM and UEM?,,A. MDM does not include patch management. , B. UEM does not include support for mobile devices. , C. UEM supports a broader range of devices. ," D. MDM patches domain machines, not enterprise machines.",C,"UEM, or unified endpoint management, manages desktop, laptops, mobile devices, printers, and other types of devices. Mobile device management (MDM) tools focus on mobile devices."
Objective-3,180,CH3_SEIDL,Kathleen wants to implement a zero-trust network design and knows that she should segment the network. She remains worried about east/west traffic inside the network segments. What is the first security tool she should implement to ensure hosts remain secure from network threats?,,A. Antivirus , B. Host-based firewalls , C. Host-based IPS , D. FDE,B,"Host-based firewalls are the first step in most designs when protecting against networkborne threats. They can prevent unwanted traffic from entering or leaving the host, leaving less traffic for a host-based intrusion prevention system (HIPS) or other tools to analyze.  Full-disk encryption (FDE) will not stop network-borne threats, and antivirus focuses on prevention of malware, not network threats like denial of service or exploitation of vulnerable services."
Objective-3,181,CH3_SEIDL,Gary is designing his cloud infrastructure and needs to provide a firewall-like capability for the virtual systems he is running. Which of the following cloud capabilities acts like a virtual firewall?,,A. Security groups , B. Dynamic resource allocation , C. VPC endpoints , D. Instance awareness,A,"Security groups are a virtual firewall for instances, allowing rules to be applied to traffic between instances. Dynamic resource allocation is a concept that allows resources to be applied as they are needed, including scaling up and down infrastructure and systems on the fly. Virtual private cloud (VPC) endpoints are a way to connect to services inside of a cloud provider without an Internet gateway. Finally, instance awareness is a concept that means that tools know about the differences between instances, rather than treating each instance in a scaling group as the same. This can be important during incident response processes and security monitoring for scaled groups, where resources may all appear identical without instance awareness."
Objective-3,182,CH3_SEIDL,Derek has enabled automatic updates for the Windows systems that are used in the small business he works for. What hardening process will still need to be tackled for those systems if he wants a complete patch management system?,,A. Automated installation of Windows patches , B. Windows Update regression testing , C. Registry hardening , D. Third-party software and firmware patching,D,"Although built-in update tools will handle the operating system, additional software installed on systems needs to be patched separately. Third-party software and firmware, including the Unified Extensible Firmware Interface (UEFI) or BIOS of the systems that are deployed in Derek’s organization, will need regular updates. Many organizations adopt patch management platforms or system management platforms with patching capabilities to ensure that this occurs on a broader basis than just OS patches."
Objective-3,183,CH3_SEIDL,Theresa implements a network-based IDS. What can she do to traffic that passes through the IDS?,,A. Review the traffic based on rules and detect and alert about unwanted or undesirable traffic. , B. Review the traffic based on rules and detect and stop traffic based on those rules. , C. Detect sensitive data being sent to the outside world and encrypt it as it passes through the IDS. , D. All of the above,A,"IDSs, or intrusion detection systems, can only detect unwanted and malicious traffic based on the detection rules and signatures that they have. They cannot stop traffic or modify it. An IPS, or intrusion prevention system, that is placed inline with network traffic can take action on that traffic. Thus, IDSs are often used when it is not acceptable to block network traffic, or when a tap or other network device is used to clone traffic for inspection."
Objective-3,184,CH3_SEIDL,Murali is building his organization’s container security best practices document and wants to ensure that he covers the most common items for container security. Which of the following is not a specific concern for containers?,,A. The security of the container host , B. Securing the management stack for the container , C. Insider threats , D. Monitoring network traffic to and from the containers for threats and attacks,C,"Although insider threats are a concern, they’re not any different for containers than any other system. Ensuring container host security, securing the management stack, and making sure that network traffic to and from containers is secure are all common container security concerns."
Objective-3,185,CH3_SEIDL,Gary’s organization uses a NAT gateway at its network edge. What security benefit does a NAT gateway provide?,,A. It statefully blocks traffic based on port and protocol as a type of firewall. , B. It can detect malicious traffic and stop it from passing through. , C. It allows systems to connect to another network without being directly exposed to it. , D. It allows non-IP-based addresses to be used behind a legitimate IP address.,C,"Network address translation (NAT) gateways allow internal IP addresses to be hidden from the outside, preventing direct connections to systems behind them. This effectively firewalls inbound traffic unless the gateway is set to pass traffic to an internal host when a specific IP, port, and protocol is used. They are not a firewall in the traditional sense, however, and do not specifically statefully block traffic by port and protocol, nor do they detect malicious traffic. Finally, NAT gateways are not used to send non-IP traffic out to IP networks."
Objective-3,186,CH3_SEIDL,Fred sets up his authentication and authorization system to apply the following rules to authenticated users: Users who are not logging in from inside the trusted network must use multifactor authentication.  Users whose devices have not passed a NAC check must use multifactor authentication.  Users who have logged in from geographic locations that are more than 100 miles apart within 15 minutes will be denied.  What type of access control is Fred using?,,A. Geofencing , B. Time-based logins , C. Conditional access , D. Role-based access,C,"Conditional access assesses specific conditions to make a determination about whether to allow an account to access a resource. The system may choose to allow access, to block access, or to apply additional controls based on the conditions that are present and the information that is available about the login."
Objective-3,187,CH3_SEIDL,"Henry is an employee at Acme Company. The company requires him to change his password every three months. He has trouble remembering new passwords, so he keeps switching between just two passwords. Which policy would be most effective in preventing this?",,A. Password complexity , B. Password history , C. Password length , D. Multifactor authentication,B,"If the system maintains a password history, that would prevent any user from reusing an old password. Password complexity and length are common security settings but would not prevent the behavior described. Multifactor authentication helps prevent brute-force attacks and reduces the potential impact of stolen passwords but would not help with this scenario."
Objective-3,188,CH3_SEIDL,The following image shows a scenario where Switch X is attached to a network by an end user and advertises itself with a lower spanning tree priority than the existing switches.  Which of the following settings can prevent this type of issue from occurring? Priority: 16384 Switch C Priority: 32768 Priority: 32768 Switch A Switch B Priority: 1024 Switch X,,A. 802.11n , B. Port recall , C. RIP guard , D. BPDU guard,D,"Bridge Protocol Data Unit, or BDPU, guard protects network infrastructure by preventing unknown devices from participating in spanning tree. That prevents a new switch added by a user from claiming to be the root bridge (in this case, Switch C), which would normally cause a topology change and for traffic to be sent to Switch X, an undesirable result. 802.11n is a wireless protocol, and the remaining options were made up for this question."
Objective-3,189,CH3_SEIDL,Tracy wants to limit when users can log in to a standalone Windows workstation. What can Tracy do to make sure that an account called “visitor” can only log in between 8 a.m.  and 5 p.m. every weekday?,,"A. Running the command net user visitor /time:M-F,8am-5pm ", B. Running the command netreg user visitor -daily -working-hours , C. Running the command login limit:daily time: 8-5 , D. This cannot be done from the Windows command line.,A,"The net user command allows this control to be put in place. Although you may not be familiar with the many net user commands, you can take out unrealistic commands or commands with flaws in them. For example, here you could likely guess that -working-hours isn’t a defined term. In the same way, login isn’t a Windows command, but net commands are commonly used to control Windows systems."
Objective-3,190,CH3_SEIDL,"Sheila is concerned that some users on her network may be accessing files that they should not—specifically, files that are not required for their job tasks. Which of the following would be most effective in determining if this is happening?",,A. Usage auditing and review , B. Permissions auditing and review , C. Account maintenance , D. Policy review,A,"Auditing and reviewing how users actually utilize their account permissions would be the best way to determine if there is any inappropriate use. A classic example would be a bank loan officer. By the nature of their job, they have access to loan documents. But they should not be accessing loan documents for loans they are not servicing. The issue in this case is not permissions, because the users require permission to access the data. The issue is how the users are using their permissions. Usage auditing and permissions auditing are both part of account maintenance, but auditing and review is a better answer. Finally, this is not a policy issue."
Objective-3,191,CH3_SEIDL,In which of the following scenarios would using a shared account pose the least security risk?,,A. For a group of tech support personnel , B. For guest Wi-Fi access , C. For students logging in at a university , D. For accounts with few privileges,B,"A scenario such as guest Wi-Fi access does not provide the logins with any access to corporate resources. The people logging in merely get to access the Internet. This poses very limited security risk to the corporate network and thus is often done with a common or shared account. Tech support personnel generally have significant access to corporate network resources. Although this is a relatively low access scenario, it is still important to know which specific student is logging on and accessing what resources. Any level of access to corporate resources should have its own individual login account."
Objective-3,192,CH3_SEIDL,Mike’s manager has asked him to verify that the certificate chain for their production website is valid. What has she asked Mike to validate?,,A. That the certificate has not been revoked , B. That users who visit the website can verify that the site and the CAs in the chain are all trustworthy , C. That the encryption used to create the certificate is strong and has not been cracked , D. That the certificate was issued properly and that prior certificates issued for the same system have also been issued properly,B,"Certificate chains list certificates and certificate authority (CA) certificates, allowing those who receive the certificate to validate that the certificates can be trusted. An invalid, or broken, chain means that the user or system that is checking the certificate chaining should not trust the system and certificate."
Objective-3,193,CH3_SEIDL,Maria is responsible for security at a small company. She is concerned about unauthorized devices being connected to the network. She is looking for a device authentication process.  Which of the following would be the best choice for her?,,A. CHAP , B. Kerberos , C. 802.11i , D. 802.1X,D,802.1X is the IEEE standard for port-based network access control. This protocol is frequently used to authenticate devices. Challenge Handshake Authentication Protocol (CHAP) is an authentication protocol but not the best choice for device authentication.  Kerberos is an authentication protocol but not the best choice for device authentication. 802.11i is the Wi-Fi security standard and is fully implemented in WPA2 and WPA3. It is not a device authentication procedure.
Objective-3,194,CH3_SEIDL,Which wireless standard uses CCMP to provide encryption for network traffic?,,A. WPA2 , B. WEP , C. Infrared , D. Bluetooth,A,"WPA2 uses the AES-based CCMP, or Counter Mode Block Chaining Message Authentication (CBC-MAC) Protocol to encapsulate traffic, providing confidentiality. WPA3 also uses CCMP as the minimum acceptable encryption in WPA3-Personal mode. WEP, infrared, and Bluetooth do not use CCMP."
Objective-3,195,CH3_SEIDL,Charles is a CISO for an insurance company. He recently read about an attack wherein an attacker was able to enumerate all the network devices in an organization. All this was done by sending queries using a single protocol. Which protocol should Charles secure to mitigate this attack?,,A. SNMP , B. POP3 , C. DHCP , D. IMAP,A,"Simple Network Management Protocol (SNMP) would give an attacker a great deal of information about your network. SNMP should not be exposed to unprotected networks, SNMPv3 should be implemented, and SNMP security best practices should be followed.  Both POP3 and IMAP are email access protocols, and Dynamic Host Configuration Protocol (DHCP) is used to hand out dynamic IP addresses."
Objective-3,196,CH3_SEIDL,Magnus is concerned about someone using a password cracker on computers in his company. He is concerned that crackers will attempt common passwords in order to log in to a system. Which of the following would be best for mitigating this threat?,,A. Password age restrictions , B. Password minimum length requirements , C. Account lockout policies , D. Account usage auditing,C,"Accounts should lock out after a small number of login attempts. Three is a common number of attempts before the account is locked out. This prevents someone from just attempting random guesses. Password aging will force users to change their passwords but won’t affect password guessing. Longer passwords would be harder to guess, but this option is not as effective as account lockout policies. Account usage auditing won’t have any effect on this issue."
Objective-3,197,CH3_SEIDL,Lucas is looking for an XML-based open standard for exchanging authentication information. Which of the following would best meet his needs?,,A. SAML , B. OAuth , C. RADIUS , D. NTLM,A,"Security Assertion Markup Language (SAML) is an XML-based, open standard format for exchanging authentication and authorization data between parties. OAuth allows an end user’s account information to be used by third-party services, without exposing the user’s password. RADIUS is a remote access protocol. New Technology LAN Manager (NTLM) is not XML-based."
Objective-3,198,CH3_SEIDL,Joshua is looking for an authentication protocol that would be effective at stopping session hijacking. Which of the following would be his best choice?,,A. CHAP , B. PAP , C. TACACS+ , D. RADIUS,A,"Challenge Handshake Authentication Protocol (CHAP) was designed specifically for this purpose. It periodically reauthenticates, thus preventing session hijacking. Neither Password Authentication Protocol (PAP) nor TACACS+ prevents session hijacking, and RADIUS is a protocol for remote access, not authentication."
Objective-3,199,CH3_SEIDL,Greg’s company has a remote location that uses an IP-based streaming security camera system. How could Greg ensure that the remote location’s networked devices can be managed as if they are local devices and that the traffic to that remote location is secure?,,A. An as-needed TLS VPN , B. An always-on TLS VPN , C. An always-on IPSec VPN , D. An as-needed IPSec VPN,C,"IPSec virtual private networks (VPNs) can make a remote location appear as though it is connected to your local network. Since Greg needs to rely on a streaming security camera, an always-on IPSec VPN is the best solution listed. TLS (SSL) VPNs are primarily used for specific applications, typically focusing on web applications."
Objective-3,200,CH3_SEIDL,What does the OPAL standard specify?,,A. Online personal access licenses , B. Self-encrypting drives , C. The origin of personal accounts and libraries , D. Drive sanitization modes for degaussers,B,"The Opal storage specification defines how to protect confidentiality for stored user data and how storage devices from storage device manufacturers can work together. OPAL does not specify details or processes for licenses, accounts, and libraries, or degaussers."
Objective-3,201,CH3_SEIDL,What does Unified Extensible Firmware Interface (UEFI) Secure Boot do?,,A. It protects against worms during the boot process. , B. It validates a signature for each binary loaded during boot. , C. It validates the system BIOS version. , D. All of the above,B,"UEFI Secure Boot checks every binary that is loaded during boot to make sure that its hash is valid, by checking against either a locally trusted certificate or a checksum on an allow list. It does not protect against worms that might attack those binaries, nor does it directly check the system BIOS version."
Objective-3,202,CH3_SEIDL,Derek is trying to select an authentication method for his company. He needs one that will work with a broad range of services like those provided by Microsoft and Google so that users can bring their own identities. Which of the following would be his best choice?,,A. Shibboleth , B. RADIUS , C. OpenID Connect , D. OAuth,C,"OpenID Connect works with the OAuth 2.0 protocol and supports multiple clients, including web-based and mobile clients. OpenID Connect also supports REST. Shibboleth is a middleware solution for authentication and identity management that uses SAML (Security Assertion Markup Language) and works over the Internet. RADIUS is a remote access protocol. OAuth allows an end user’s account information to be used by third-party services, without exposing the user’s password."
Objective-3,203,CH3_SEIDL,Jason is considering deploying a network intrusion prevention system (IPS) and wants to be able to detect advanced persistent threats. What type of IPS detection method is most likely to detect the behaviors of an APT after it has gathered baseline information about normal operations?,,A. Signature-based IPS detections , B. Heuristic-based IPS detections , C. Malicious tool hash IPS detections , D. Anomaly-based IPS detections,D,"Anomaly-based detection systems build a behavioral baseline for networks and then assess differences from those baselines. They may use heuristic capabilities on top of those, but the question specifically asks about baselined operations pointing to an anomaly-based system. Heuristic-based detections look for behaviors that are typically malicious, and signature-based or hash-based detections look for known malicious tools or files."
Objective-3,204,CH3_SEIDL,What component is most often used as the foundation for a hardware root of trust for a modern PC?,,A. The CPU , B. A TPM , C. A HSM , D. The hard drive or SSD,B,"A Trusted Platform Module, or TPM, is used as the foundation for a hardware root of trust for modern PCs. The TPM may provide a cryptographic key; a PUF, or physically unclonable function; or a serial number that is unique to the device. The CPU and hard drive are not used for this function, and HSMs, or hardware security modules, are used for public key infrastructure (PKI) and cryptographic purposes but not as a hardware root of trust for PCs."
Objective-3,205,CH3_SEIDL,Dennis wants to deploy a firewall that can provide URL filtering. What type of firewall should he deploy?,,A. A packet filter , B. A stateful packet inspection firewall , C. A next-generation firewall , D. None of the above,C,"Next-generation firewalls typically build in advanced capabilities like URL filtering, blacklisting, and other application-layer capabilities beyond simple packet filtering or stateful packet inspection."
Objective-3,206,CH3_SEIDL,Waleed’s organization uses a combination of internally developed and commercial applications that they deploy to mobile devices used by staff throughout the company. What type of tool can he use to handle a combination of bring-your-own-device phones and corporate tablets that need to have these applications loaded onto them and removed from them when their users are no longer part of the organization?,,A. MOM , B. MLM , C. MIM , D. MAM,D,"Mobile application management (MAM) tools are specifically designed for this purpose, and they allow applications to be delivered to, removed from, and managed on mobile devices. MOM is the Microsoft Operations Manager, a systems management tool that Microsoft has replaced with Operations Manager in current use. MLM often means multilevel marketing, or pyramid schemes—not a security term. MIM is not a security term."
Objective-3,207,CH3_SEIDL,Charlene is preparing a report on the most common application security issues for cloud applications. Which of the following is not a major concern for cloud applications?,,A. Local machine access leading to compromise , B. Misconfiguration of the application , C. Insecure APIs , D. Account compromise,A,"Cloud applications have many of the same concerns as on-premises applications, but compromise of the system running the application due to local access is a far less likely scenario. Cloud application vendors are more likely to operate in secure datacenters with limited or no access to the servers except for authorized personnel, greatly reducing the likelihood of this type of security issue."
Objective-3,208,CH3_SEIDL,"The CA that Samantha is responsible for is kept physically isolated and is never connected to a network. When certificates are issued, they are generated then manually transferred via removable media. What type of CA is this, and why would Samantha’s organization run a CA in this mode?",,A. An online CA; it is faster to generate and provide certificates. , B. An offline CA; it is faster to generate and provide certificates. , C. An online CA; it prevents potential exposure of the CA’s root certificate. , D. An offline CA; it prevents potential exposure of the CA’s root certificate.,D,"The most critical part of a certificate authority (CA) is its root certificate, and ensuring that the root certificate is never exposed is critical to the ongoing operating of that CA.  Thus, root CAs are often maintained as offline CAs, making it far harder for an attacker to compromise the system and gain access to the root certificate. In practice, compromised CAs may lose the trust of organizations around the world and be unable to continue to do business."
Objective-3,209,CH3_SEIDL,Susan has configured a virtual private network (VPN) so that traffic destined for systems on her corporate network is routed over the VPN but traffic sent to other destinations is sent out via the VPN user’s local network. What is this configuration called?,,A. Half-pipe , B. Full-tunnel , C. Split-tunnel , D. Split horizon,C,"Split-tunnel VPNs send only traffic destined for the remote network over the VPN, with all other traffic split away to use the VPN system or a user’s primary network connection.  This reduces overall traffic sent through the VPN but means that traffic cannot be monitored and secured via the VPN. Half-pipe is not a security term, and split horizon is most often used to describe DNS where an internal and external DNS view may be different."
Objective-3,210,CH3_SEIDL,"Adam has experienced problems with users plugging in cables between switches on his network, which results in multiple paths to the same destinations being available to systems on the network. When this occurs, the network experiences broadcast storms, causing network outages. What network configuration setting should he enable on his switches to prevent this?",,A. Loop protection , B. Storm watch , C. Sticky ports , D. Port inspection,A,"Loop protection looks for exactly this type of issue. Loop protection sends packets that include a PDU, or protocol data unit. These are detected by other network devices and allow the network devices to shut down ports from which they receive those packets. The remaining options were made up for this question."
Objective-3,211,CH3_SEIDL,"Charles is concerned that users of Android devices in his company are delaying OTA updates. Why would Charles be concerned about this, and what should he do about it?",,"A. OTA updates patch applications, and a NAC agent would report on all phones in the organization. "," B. OTA updates update device encryption keys and are necessary for security, and a PKI would track encryption certificates and keys. "," C. OTA updates patch firmware and updates phone configurations, and an MDM tool would provide reports on firmware versions and phone settings "," D. OTA updates are sent by phones to report on online activity and tracking, and an MDM tool receives OTA updates to monitor phones",C,"Over-the-air (OTA) updates are used by cellular carriers as well as phone manufacturers to provide firmware updates and updated phone configuration data. Mobile device management (MDM) tools can be used to monitor for the current firmware version and phone settings and will allow Charles to determine if the phones that his staff use are updated to ensure security. A network access control (NAC) agent might capture some of this data but only for network-connected phones, which will not cover off-site phones, those with Wi-Fi turned off, or remote devices. OTA is not specifically a way to update encryption keys, although firmware or settings might include them. OTA is not sent by the phones themselves."
Objective-3,212,CH3_SEIDL,Ben is preparing to implement a firewall for his network and is considering whether to implement an open source firewall or a proprietary commercial firewall. Which of the following is not an advantage of an open source firewall?,,A. Lower cost , B. Community code validation , C. Maintenance and support , D. Speed of acquisition,C,"Open source firewalls typically do not have the same level of vendor support and maintenance that commercial firewalls do. That means you don’t have a vendor to turn to if something goes wrong, and you will be reliant on a support community for patches and updates. Open source firewalls are typically less expensive, their open source nature means that the code can be validated by anybody who cares to examine it, and it can be acquired as quickly as it can be downloaded."
Objective-3,213,CH3_SEIDL,Barbara wants to implement WPA3 Personal. Which of the following features is a major security improvement in WPA3 over WPA2?,,A. DDoS monitoring and prevention , B. Per-channel security , C. Brute-force attack prevention , D. Improvements from 64-bit to 128-bit encryption,C,"WPA3 personal replaced PSK, or preshared keys, with SAE, or simultaneous authentication of equals. SAE helps to prevent brute-force attacks against keys by making attackers interact with the network before each authentication attempt. This slows down brute-force attacks. WPA3 also includes a 192-bit encryption mode. It does not replace 64-bit encryption with 128-bit encryption, add per-channel security, or add distributed denial-of-service (DDoS) monitoring and prevention."
Objective-3,214,CH3_SEIDL,Isaac wants to implement mandatory access controls on an Android-based device. What can he do to accomplish this?,,A. Run Android in single-user mode. , B. Use SEAndroid. , C. Change the Android registry to MAC mode. , D. Install MACDroid.,B,"Security Enhanced Linux (SELinux) allows mandatory access control for Linux-based systems, and SEAndroid is an Android implementation of SELinux. That means that Isaac can use SEAndroid to accomplish his goals. Android does use a registry, but there is no MAC mode. MACDroid was made up for this question, and single-user mode does not make Android a MAC-based system."
Objective-3,215,CH3_SEIDL,"Greg has implemented a system that allows users to access accounts like administrator and root without knowing the actual passwords for the accounts. When users attempt to use elevated accounts, their request is compared to policies that determine if the request should be allowed. The system generates a new password each time a trusted user requests access, and then logs the access request. What type of system has Greg implemented?",,A. A MAC system , B. A PAM system , C. A FDE system , D. A TLS system,B,"The system described is a privileged access management (PAM) system. PAM systems are used to manage and control privileged accounts securely. MAC is an access control scheme that enforces access at the OS level. FDE is full-disk encryption, and TLS is Transport Layer Security."
Objective-3,216,CH3_SEIDL,"Alaina has issued Android tablets to staff in her production facility, but cameras are banned due to sensitive data in the building. What type of tool can she use to control camera use on all of her organization’s corporate devices that she issues?",,A. MDM , B. DLP , C. OPAL , D. MMC,A,"Using a mobile device management (MDM) tool that allows control of the devices would allow Alaina to lock out the cameras, preventing staff members from using the Android tablets to take pictures. She would still need to ensure that her staff did not bring their own camera equipped devices into the facility. DLP is data loss prevention, OPAL is an encryption standard for drives, and MMC has a number of meanings, including multimedia cards and Microsoft Management Console snap-ins for Windows systems, none of which would provide the control she needs."
Objective-3,217,CH3_SEIDL,"Olivia wants to enforce a wide variety of settings for devices used in her organization.  Which of the following methods should she select if she needs to manage hundreds of devices while setting rules for use of SMS and MMS, audio and video recording, GPS tagging, and wireless connection methods like tethering and hotspot modes?",,A. Use baseline settings automatically set for every phone before it is deployed using an imaging tool. , B. Require users to configure their phones using a lockdown guide. , C. Use a UEM tool and application to manage the devices. , D. Use a CASB tool to manage the devices.,C,"A universal endpoint management (UEM) tool can manage desktops, laptops, mobile devices, printers, and other devices. UEM tools often use applications deployed to mobile devices to configure and manage them, and Olivia’s best option from this list is a UEM tool.  A CASB is a cloud access security broker and is not used to manage mobile devices, and the other options require massive amounts of manual work and are unlikely to succeed—or users will simply change settings when it is convenient to them."
Objective-3,218,CH3_SEIDL,"John wants to deploy a solution that will provide content filtering for web applications, CASB functionality, DLP, and threat protection. What type of solution can he deploy to provide these features?",,A. A reverse proxy , B. A VPC gateway , C. An NG SWG , D. A next-gen firewall,C,"Next-generation (NG) secure web gateways (SWG) add additional features beyond those found in cloud access security brokers and next generation firewalls. While features can vary, they may include web filtering, TLS decryption to allow traffic analysis and advanced threat protection, cloud access security broker (CASB) features, data loss prevention (DLP), and other advanced capabilities. This type of solution is a relatively new one, and the market is changing quickly."
Objective-3,219,CH3_SEIDL,"Brian wants to limit access to a federated service that uses Single Sign-On based on user attributes and group membership, as well as which federation member the user is logging in from. Which of the following options is best suited to his needs?",,A. Geolocation , B. Account auditing , C. Access policies , D. Time-based logins,C,"Access policies are built using information and attributes about access requests. If the policy requirements are met, the actions like allowing or denying access, or requiring additional authentication steps can be performed. Geolocation and time-based logins focus on a single information component, and account auditing is used to review permissions for accounts, not to perform this type of validation or policy-based control."
Objective-3,220,CH3_SEIDL,Sharif uses the chmod command in Linux to set the permissions to a file using the command chmod 700 example.txt. What permission has he set on the file?,,A. All users have write access to the file. , B. The user has full access to the file. , C. All users have execute access to the file. , D. The user has execute access to the file.,B,"Numeric representations of file permissions are commonly used instead of using rwx notation with chmod. A 7 sets full permissions, and the first number sets the user’s rights, meaning that here the user will be granted full access to the file."
Objective-3,221,CH3_SEIDL,Patrick regularly connects to untrusted networks when he travels and is concerned that an on-path attack could be executed against him as he browses websites. He would like to validate certificates against known certificates for those websites. What technique can he use to do this?,,A. Check the CRL. , B. Use certificate pinning. , C. Compare his private key to their public key. , D. Compare their private key to their public key.,B,"Certificate pinning associates a known certificate with a host and then compares that known certificate with the certificate that is presented. This can help prevent man-in-themiddle attacks but can fail if the certificate is updated and the pinned certificate isn’t. A CRL, or certificate revocation list, would show whether the certificate has been revoked, but it would not show if it was changed. Patrick will not have access to the remote server’s private key unless he happens to be the administrator."
Objective-3,222,CH3_SEIDL,What is the most common format for certificates issued by certificate authorities?,,A. DER , B. PFX , C. PEM , D. P7B,C,"Privacy Enhanced Mail (PEM) is the most common format issued by certificate authorities. Distinguished Encoding Rules (DER) format is a binary form of the ASCII text PEM format. PKCS#7 or P7B format is Base64 ASCII, and PKCS#12, or PFX, format is binary format used to store server certificates, intermediate certificates, and private keys in a single file."
